Supermarket,Locality,Product_Name,Category,Date,Day_of_Week,Quantity_Sold,Price_per_kg,Discounted_Price,Holiday,Weather,Promotion
CityVeg,Indiranagar,Spinach,Leafy Green,22-05-2024,Wednesday,129,15 INR,10 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Tomatoes,Vegetable,22-05-2024,Wednesday,76,30 INR,30 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Apples,Fruit,22-05-2024,Wednesday,106,60 INR,45 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,22-05-2024,Wednesday,86,20 INR,15 INR,No,Clear,No
QuickKart,Indiranagar,Bananas,Fruit,22-05-2024,Wednesday,105,25 INR,15 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,22-05-2024,Wednesday,145,18 INR,18 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,22-05-2024,Wednesday,118,15 INR,5 INR,Yes,Rainy,No
FreshMart,Indiranagar,Tomatoes,Vegetable,23-05-2024,Thursday,115,30 INR,30 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Apples,Fruit,23-05-2024,Thursday,87,60 INR,60 INR,No,Clear,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,23-05-2024,Thursday,55,20 INR,15 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Bananas,Fruit,23-05-2024,Thursday,93,25 INR,20 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,23-05-2024,Thursday,136,18 INR,8 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Spinach,Leafy Green,23-05-2024,Thursday,54,15 INR,10 INR,No,Clear,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,23-05-2024,Thursday,68,30 INR,25 INR,No,Clear,Yes
UrbanBite,Indiranagar,Apples,Fruit,23-05-2024,Thursday,103,60 INR,55 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,23-05-2024,Thursday,70,20 INR,20 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Bananas,Fruit,23-05-2024,Thursday,76,25 INR,15 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,23-05-2024,Thursday,87,18 INR,8 INR,Yes,Clear,No
UrbanBite,Indiranagar,Spinach,Leafy Green,23-05-2024,Thursday,59,15 INR,10 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,23-05-2024,Thursday,70,30 INR,25 INR,No,Clear,No
DailyGro,Indiranagar,Apples,Fruit,23-05-2024,Thursday,121,60 INR,50 INR,No,Rainy,No
DailyGro,Indiranagar,Cabbage,Vegetable,23-05-2024,Thursday,60,20 INR,10 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Bananas,Fruit,23-05-2024,Thursday,52,25 INR,20 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,23-05-2024,Thursday,81,18 INR,13 INR,Yes,Cloudy,No
DailyGro,Indiranagar,Spinach,Leafy Green,23-05-2024,Thursday,121,15 INR,5 INR,No,Clear,Yes
CityVeg,Indiranagar,Tomatoes,Vegetable,23-05-2024,Thursday,94,30 INR,20 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Apples,Fruit,23-05-2024,Thursday,86,60 INR,55 INR,Yes,Rainy,No
CityVeg,Indiranagar,Cabbage,Vegetable,23-05-2024,Thursday,101,20 INR,5 INR,Yes,Rainy,No
CityVeg,Indiranagar,Bananas,Fruit,23-05-2024,Thursday,47,25 INR,20 INR,Yes,Rainy,Yes
CityVeg,Indiranagar,Potatoes,Vegetable,23-05-2024,Thursday,114,18 INR,13 INR,No,Cloudy,No
CityVeg,Indiranagar,Spinach,Leafy Green,23-05-2024,Thursday,111,15 INR,15 INR,No,Clear,No
QuickKart,Indiranagar,Tomatoes,Vegetable,23-05-2024,Thursday,87,30 INR,20 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Apples,Fruit,23-05-2024,Thursday,130,60 INR,45 INR,No,Cloudy,No
QuickKart,Indiranagar,Cabbage,Vegetable,23-05-2024,Thursday,66,20 INR,15 INR,No,Clear,No
QuickKart,Indiranagar,Bananas,Fruit,23-05-2024,Thursday,133,25 INR,15 INR,No,Cloudy,No
QuickKart,Indiranagar,Potatoes,Vegetable,23-05-2024,Thursday,104,18 INR,18 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Spinach,Leafy Green,23-05-2024,Thursday,89,15 INR,10 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,24-05-2024,Friday,99,30 INR,25 INR,Yes,Cloudy,Yes
FreshMart,Indiranagar,Apples,Fruit,24-05-2024,Friday,96,60 INR,50 INR,No,Clear,No
FreshMart,Indiranagar,Cabbage,Vegetable,24-05-2024,Friday,136,20 INR,15 INR,No,Clear,Yes
FreshMart,Indiranagar,Bananas,Fruit,24-05-2024,Friday,67,25 INR,25 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Potatoes,Vegetable,24-05-2024,Friday,77,18 INR,18 INR,Yes,Rainy,No
FreshMart,Indiranagar,Spinach,Leafy Green,24-05-2024,Friday,131,15 INR,0 INR,No,Clear,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,24-05-2024,Friday,82,30 INR,25 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Apples,Fruit,24-05-2024,Friday,127,60 INR,60 INR,No,Rainy,No
UrbanBite,Indiranagar,Cabbage,Vegetable,24-05-2024,Friday,150,20 INR,5 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Bananas,Fruit,24-05-2024,Friday,87,25 INR,10 INR,No,Cloudy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,24-05-2024,Friday,120,18 INR,18 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,24-05-2024,Friday,65,15 INR,15 INR,No,Cloudy,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,24-05-2024,Friday,122,30 INR,25 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Apples,Fruit,24-05-2024,Friday,105,60 INR,45 INR,No,Rainy,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,24-05-2024,Friday,114,20 INR,15 INR,No,Clear,Yes
DailyGro,Indiranagar,Bananas,Fruit,24-05-2024,Friday,80,25 INR,25 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,24-05-2024,Friday,50,18 INR,13 INR,Yes,Rainy,No
DailyGro,Indiranagar,Spinach,Leafy Green,24-05-2024,Friday,115,15 INR,10 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Tomatoes,Vegetable,24-05-2024,Friday,38,30 INR,25 INR,No,Rainy,Yes
CityVeg,Indiranagar,Apples,Fruit,24-05-2024,Friday,90,60 INR,60 INR,No,Cloudy,Yes
CityVeg,Indiranagar,Cabbage,Vegetable,24-05-2024,Friday,128,20 INR,20 INR,No,Clear,No
CityVeg,Indiranagar,Bananas,Fruit,24-05-2024,Friday,105,25 INR,15 INR,No,Clear,Yes
CityVeg,Indiranagar,Potatoes,Vegetable,24-05-2024,Friday,158,18 INR,13 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,24-05-2024,Friday,130,15 INR,15 INR,No,Rainy,Yes
QuickKart,Indiranagar,Tomatoes,Vegetable,24-05-2024,Friday,80,30 INR,20 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Apples,Fruit,24-05-2024,Friday,100,60 INR,55 INR,No,Cloudy,No
QuickKart,Indiranagar,Cabbage,Vegetable,24-05-2024,Friday,98,20 INR,5 INR,No,Cloudy,Yes
QuickKart,Indiranagar,Bananas,Fruit,24-05-2024,Friday,52,25 INR,15 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Potatoes,Vegetable,24-05-2024,Friday,71,18 INR,8 INR,No,Cloudy,No
QuickKart,Indiranagar,Spinach,Leafy Green,24-05-2024,Friday,83,15 INR,5 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,25-05-2024,Saturday,38,30 INR,20 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Apples,Fruit,25-05-2024,Saturday,101,60 INR,45 INR,Yes,Cloudy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,25-05-2024,Saturday,92,20 INR,20 INR,No,Rainy,No
FreshMart,Indiranagar,Bananas,Fruit,25-05-2024,Saturday,49,25 INR,20 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Potatoes,Vegetable,25-05-2024,Saturday,112,18 INR,3 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Spinach,Leafy Green,25-05-2024,Saturday,121,15 INR,5 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,25-05-2024,Saturday,106,30 INR,30 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Apples,Fruit,25-05-2024,Saturday,90,60 INR,55 INR,No,Rainy,No
UrbanBite,Indiranagar,Cabbage,Vegetable,25-05-2024,Saturday,117,20 INR,10 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Bananas,Fruit,25-05-2024,Saturday,120,25 INR,25 INR,No,Rainy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,25-05-2024,Saturday,109,18 INR,18 INR,Yes,Clear,No
UrbanBite,Indiranagar,Spinach,Leafy Green,25-05-2024,Saturday,75,15 INR,15 INR,Yes,Rainy,No
DailyGro,Indiranagar,Tomatoes,Vegetable,25-05-2024,Saturday,108,30 INR,20 INR,No,Clear,Yes
DailyGro,Indiranagar,Apples,Fruit,25-05-2024,Saturday,135,60 INR,45 INR,No,Cloudy,No
DailyGro,Indiranagar,Cabbage,Vegetable,25-05-2024,Saturday,82,20 INR,20 INR,No,Rainy,Yes
DailyGro,Indiranagar,Bananas,Fruit,25-05-2024,Saturday,162,25 INR,20 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,25-05-2024,Saturday,84,18 INR,13 INR,No,Rainy,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,25-05-2024,Saturday,100,15 INR,0 INR,Yes,Clear,Yes
CityVeg,Indiranagar,Tomatoes,Vegetable,25-05-2024,Saturday,79,30 INR,30 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Apples,Fruit,25-05-2024,Saturday,106,60 INR,45 INR,Yes,Rainy,Yes
CityVeg,Indiranagar,Cabbage,Vegetable,25-05-2024,Saturday,47,20 INR,15 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Bananas,Fruit,25-05-2024,Saturday,83,25 INR,15 INR,Yes,Rainy,No
CityVeg,Indiranagar,Potatoes,Vegetable,25-05-2024,Saturday,67,18 INR,18 INR,Yes,Rainy,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,25-05-2024,Saturday,104,15 INR,0 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Tomatoes,Vegetable,25-05-2024,Saturday,129,30 INR,20 INR,No,Rainy,No
QuickKart,Indiranagar,Apples,Fruit,25-05-2024,Saturday,119,60 INR,55 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,25-05-2024,Saturday,28,20 INR,20 INR,No,Clear,No
QuickKart,Indiranagar,Bananas,Fruit,25-05-2024,Saturday,161,25 INR,15 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,25-05-2024,Saturday,108,18 INR,18 INR,Yes,Clear,No
QuickKart,Indiranagar,Spinach,Leafy Green,25-05-2024,Saturday,76,15 INR,10 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Tomatoes,Vegetable,26-05-2024,Sunday,104,30 INR,20 INR,Yes,Cloudy,Yes
FreshMart,Indiranagar,Apples,Fruit,26-05-2024,Sunday,105,60 INR,60 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,26-05-2024,Sunday,79,20 INR,5 INR,Yes,Rainy,No
FreshMart,Indiranagar,Bananas,Fruit,26-05-2024,Sunday,105,25 INR,20 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,26-05-2024,Sunday,81,18 INR,8 INR,Yes,Clear,No
FreshMart,Indiranagar,Spinach,Leafy Green,26-05-2024,Sunday,87,15 INR,15 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,26-05-2024,Sunday,79,30 INR,15 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Apples,Fruit,26-05-2024,Sunday,57,60 INR,60 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,26-05-2024,Sunday,104,20 INR,10 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Bananas,Fruit,26-05-2024,Sunday,117,25 INR,15 INR,No,Rainy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,26-05-2024,Sunday,115,18 INR,13 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Spinach,Leafy Green,26-05-2024,Sunday,124,15 INR,15 INR,No,Cloudy,No
DailyGro,Indiranagar,Tomatoes,Vegetable,26-05-2024,Sunday,109,30 INR,30 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Apples,Fruit,26-05-2024,Sunday,84,60 INR,55 INR,No,Cloudy,No
DailyGro,Indiranagar,Cabbage,Vegetable,26-05-2024,Sunday,125,20 INR,10 INR,No,Rainy,No
DailyGro,Indiranagar,Bananas,Fruit,26-05-2024,Sunday,59,25 INR,15 INR,No,Cloudy,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,26-05-2024,Sunday,72,18 INR,13 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,26-05-2024,Sunday,71,15 INR,15 INR,No,Clear,No
CityVeg,Indiranagar,Tomatoes,Vegetable,26-05-2024,Sunday,132,30 INR,15 INR,No,Clear,Yes
CityVeg,Indiranagar,Apples,Fruit,26-05-2024,Sunday,128,60 INR,50 INR,No,Cloudy,No
CityVeg,Indiranagar,Cabbage,Vegetable,26-05-2024,Sunday,114,20 INR,5 INR,No,Rainy,No
CityVeg,Indiranagar,Bananas,Fruit,26-05-2024,Sunday,132,25 INR,20 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Potatoes,Vegetable,26-05-2024,Sunday,73,18 INR,18 INR,No,Cloudy,No
CityVeg,Indiranagar,Spinach,Leafy Green,26-05-2024,Sunday,110,15 INR,5 INR,Yes,Rainy,No
QuickKart,Indiranagar,Tomatoes,Vegetable,26-05-2024,Sunday,96,30 INR,30 INR,No,Cloudy,No
QuickKart,Indiranagar,Apples,Fruit,26-05-2024,Sunday,125,60 INR,55 INR,Yes,Rainy,No
QuickKart,Indiranagar,Cabbage,Vegetable,26-05-2024,Sunday,96,20 INR,15 INR,Yes,Clear,No
QuickKart,Indiranagar,Bananas,Fruit,26-05-2024,Sunday,88,25 INR,20 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,26-05-2024,Sunday,116,18 INR,8 INR,No,Cloudy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,26-05-2024,Sunday,126,15 INR,5 INR,No,Clear,No
FreshMart,Indiranagar,Tomatoes,Vegetable,27-05-2024,Monday,79,30 INR,30 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Apples,Fruit,27-05-2024,Monday,98,60 INR,60 INR,No,Clear,No
FreshMart,Indiranagar,Cabbage,Vegetable,27-05-2024,Monday,68,20 INR,15 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Bananas,Fruit,27-05-2024,Monday,25,25 INR,20 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,27-05-2024,Monday,106,18 INR,3 INR,Yes,Clear,No
FreshMart,Indiranagar,Spinach,Leafy Green,27-05-2024,Monday,118,15 INR,15 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,27-05-2024,Monday,107,30 INR,25 INR,No,Cloudy,No
UrbanBite,Indiranagar,Apples,Fruit,27-05-2024,Monday,41,60 INR,50 INR,No,Clear,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,27-05-2024,Monday,89,20 INR,5 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Bananas,Fruit,27-05-2024,Monday,33,25 INR,20 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Potatoes,Vegetable,27-05-2024,Monday,141,18 INR,3 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,27-05-2024,Monday,67,15 INR,5 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,27-05-2024,Monday,137,30 INR,20 INR,No,Cloudy,No
DailyGro,Indiranagar,Apples,Fruit,27-05-2024,Monday,128,60 INR,45 INR,No,Cloudy,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,27-05-2024,Monday,72,20 INR,5 INR,No,Rainy,No
DailyGro,Indiranagar,Bananas,Fruit,27-05-2024,Monday,66,25 INR,15 INR,No,Rainy,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,27-05-2024,Monday,110,18 INR,18 INR,No,Cloudy,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,27-05-2024,Monday,74,15 INR,15 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Tomatoes,Vegetable,27-05-2024,Monday,103,30 INR,25 INR,No,Cloudy,Yes
CityVeg,Indiranagar,Apples,Fruit,27-05-2024,Monday,85,60 INR,50 INR,No,Clear,Yes
CityVeg,Indiranagar,Cabbage,Vegetable,27-05-2024,Monday,46,20 INR,15 INR,No,Rainy,Yes
CityVeg,Indiranagar,Bananas,Fruit,27-05-2024,Monday,33,25 INR,25 INR,No,Clear,No
CityVeg,Indiranagar,Potatoes,Vegetable,27-05-2024,Monday,106,18 INR,8 INR,No,Clear,No
CityVeg,Indiranagar,Spinach,Leafy Green,27-05-2024,Monday,83,15 INR,0 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Tomatoes,Vegetable,27-05-2024,Monday,83,30 INR,15 INR,No,Cloudy,Yes
QuickKart,Indiranagar,Apples,Fruit,27-05-2024,Monday,120,60 INR,60 INR,No,Cloudy,No
QuickKart,Indiranagar,Cabbage,Vegetable,27-05-2024,Monday,135,20 INR,10 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Bananas,Fruit,27-05-2024,Monday,91,25 INR,10 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,27-05-2024,Monday,89,18 INR,3 INR,No,Rainy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,27-05-2024,Monday,115,15 INR,10 INR,No,Rainy,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,28-05-2024,Tuesday,59,30 INR,15 INR,No,Cloudy,No
FreshMart,Indiranagar,Apples,Fruit,28-05-2024,Tuesday,106,60 INR,60 INR,No,Rainy,No
FreshMart,Indiranagar,Cabbage,Vegetable,28-05-2024,Tuesday,116,20 INR,20 INR,No,Clear,No
FreshMart,Indiranagar,Bananas,Fruit,28-05-2024,Tuesday,120,25 INR,25 INR,Yes,Cloudy,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,28-05-2024,Tuesday,41,18 INR,18 INR,No,Cloudy,No
FreshMart,Indiranagar,Spinach,Leafy Green,28-05-2024,Tuesday,77,15 INR,0 INR,Yes,Rainy,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,28-05-2024,Tuesday,73,30 INR,15 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Apples,Fruit,28-05-2024,Tuesday,102,60 INR,55 INR,No,Rainy,No
UrbanBite,Indiranagar,Cabbage,Vegetable,28-05-2024,Tuesday,114,20 INR,15 INR,No,Clear,No
UrbanBite,Indiranagar,Bananas,Fruit,28-05-2024,Tuesday,144,25 INR,15 INR,No,Clear,No
UrbanBite,Indiranagar,Potatoes,Vegetable,28-05-2024,Tuesday,85,18 INR,13 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,28-05-2024,Tuesday,85,15 INR,0 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,28-05-2024,Tuesday,134,30 INR,20 INR,Yes,Cloudy,No
DailyGro,Indiranagar,Apples,Fruit,28-05-2024,Tuesday,108,60 INR,55 INR,Yes,Clear,No
DailyGro,Indiranagar,Cabbage,Vegetable,28-05-2024,Tuesday,138,20 INR,20 INR,No,Rainy,Yes
DailyGro,Indiranagar,Bananas,Fruit,28-05-2024,Tuesday,108,25 INR,25 INR,Yes,Rainy,No
DailyGro,Indiranagar,Potatoes,Vegetable,28-05-2024,Tuesday,65,18 INR,13 INR,No,Clear,No
DailyGro,Indiranagar,Spinach,Leafy Green,28-05-2024,Tuesday,60,15 INR,10 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Tomatoes,Vegetable,28-05-2024,Tuesday,53,30 INR,20 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Apples,Fruit,28-05-2024,Tuesday,119,60 INR,60 INR,No,Clear,No
CityVeg,Indiranagar,Cabbage,Vegetable,28-05-2024,Tuesday,135,20 INR,10 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Bananas,Fruit,28-05-2024,Tuesday,155,25 INR,25 INR,Yes,Rainy,Yes
CityVeg,Indiranagar,Potatoes,Vegetable,28-05-2024,Tuesday,125,18 INR,3 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,28-05-2024,Tuesday,134,15 INR,10 INR,No,Rainy,Yes
QuickKart,Indiranagar,Tomatoes,Vegetable,28-05-2024,Tuesday,82,30 INR,30 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Apples,Fruit,28-05-2024,Tuesday,65,60 INR,50 INR,No,Rainy,No
QuickKart,Indiranagar,Cabbage,Vegetable,28-05-2024,Tuesday,125,20 INR,15 INR,Yes,Clear,No
QuickKart,Indiranagar,Bananas,Fruit,28-05-2024,Tuesday,112,25 INR,25 INR,No,Rainy,No
QuickKart,Indiranagar,Potatoes,Vegetable,28-05-2024,Tuesday,103,18 INR,3 INR,Yes,Rainy,No
QuickKart,Indiranagar,Spinach,Leafy Green,28-05-2024,Tuesday,111,15 INR,10 INR,No,Rainy,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,29-05-2024,Wednesday,109,30 INR,15 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Apples,Fruit,29-05-2024,Wednesday,138,60 INR,60 INR,Yes,Cloudy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,29-05-2024,Wednesday,138,20 INR,20 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Bananas,Fruit,29-05-2024,Wednesday,116,25 INR,15 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,29-05-2024,Wednesday,125,18 INR,18 INR,No,Rainy,Yes
FreshMart,Indiranagar,Spinach,Leafy Green,29-05-2024,Wednesday,115,15 INR,0 INR,Yes,Rainy,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,29-05-2024,Wednesday,86,30 INR,30 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Apples,Fruit,29-05-2024,Wednesday,122,60 INR,55 INR,Yes,Clear,No
UrbanBite,Indiranagar,Cabbage,Vegetable,29-05-2024,Wednesday,58,20 INR,5 INR,Yes,Clear,No
UrbanBite,Indiranagar,Bananas,Fruit,29-05-2024,Wednesday,131,25 INR,20 INR,Yes,Clear,No
UrbanBite,Indiranagar,Potatoes,Vegetable,29-05-2024,Wednesday,64,18 INR,8 INR,No,Rainy,No
UrbanBite,Indiranagar,Spinach,Leafy Green,29-05-2024,Wednesday,108,15 INR,15 INR,No,Clear,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,29-05-2024,Wednesday,74,30 INR,15 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Apples,Fruit,29-05-2024,Wednesday,116,60 INR,55 INR,No,Clear,No
DailyGro,Indiranagar,Cabbage,Vegetable,29-05-2024,Wednesday,98,20 INR,20 INR,No,Cloudy,Yes
DailyGro,Indiranagar,Bananas,Fruit,29-05-2024,Wednesday,52,25 INR,15 INR,No,Clear,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,29-05-2024,Wednesday,112,18 INR,13 INR,No,Clear,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,29-05-2024,Wednesday,82,15 INR,5 INR,Yes,Rainy,No
CityVeg,Indiranagar,Tomatoes,Vegetable,29-05-2024,Wednesday,126,30 INR,15 INR,Yes,Clear,Yes
CityVeg,Indiranagar,Apples,Fruit,29-05-2024,Wednesday,100,60 INR,60 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Cabbage,Vegetable,29-05-2024,Wednesday,111,20 INR,20 INR,Yes,Rainy,No
CityVeg,Indiranagar,Bananas,Fruit,29-05-2024,Wednesday,71,25 INR,10 INR,Yes,Rainy,Yes
CityVeg,Indiranagar,Potatoes,Vegetable,29-05-2024,Wednesday,82,18 INR,13 INR,No,Rainy,No
CityVeg,Indiranagar,Spinach,Leafy Green,29-05-2024,Wednesday,86,15 INR,15 INR,Yes,Clear,No
QuickKart,Indiranagar,Tomatoes,Vegetable,29-05-2024,Wednesday,125,30 INR,15 INR,No,Clear,Yes
QuickKart,Indiranagar,Apples,Fruit,29-05-2024,Wednesday,150,60 INR,50 INR,Yes,Clear,No
QuickKart,Indiranagar,Cabbage,Vegetable,29-05-2024,Wednesday,75,20 INR,10 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Bananas,Fruit,29-05-2024,Wednesday,132,25 INR,15 INR,No,Rainy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,29-05-2024,Wednesday,34,18 INR,8 INR,Yes,Clear,No
QuickKart,Indiranagar,Spinach,Leafy Green,29-05-2024,Wednesday,64,15 INR,15 INR,Yes,Cloudy,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,30-05-2024,Thursday,71,30 INR,20 INR,Yes,Rainy,No
FreshMart,Indiranagar,Apples,Fruit,30-05-2024,Thursday,59,60 INR,45 INR,No,Clear,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,30-05-2024,Thursday,52,20 INR,15 INR,Yes,Cloudy,Yes
FreshMart,Indiranagar,Bananas,Fruit,30-05-2024,Thursday,112,25 INR,25 INR,No,Clear,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,30-05-2024,Thursday,93,18 INR,13 INR,Yes,Clear,No
FreshMart,Indiranagar,Spinach,Leafy Green,30-05-2024,Thursday,111,15 INR,5 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,30-05-2024,Thursday,120,30 INR,30 INR,Yes,Rainy,Yes
UrbanBite,Indiranagar,Apples,Fruit,30-05-2024,Thursday,107,60 INR,55 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,30-05-2024,Thursday,119,20 INR,10 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Bananas,Fruit,30-05-2024,Thursday,97,25 INR,25 INR,No,Rainy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,30-05-2024,Thursday,64,18 INR,18 INR,No,Clear,No
UrbanBite,Indiranagar,Spinach,Leafy Green,30-05-2024,Thursday,131,15 INR,10 INR,Yes,Rainy,No
DailyGro,Indiranagar,Tomatoes,Vegetable,30-05-2024,Thursday,82,30 INR,30 INR,Yes,Cloudy,No
DailyGro,Indiranagar,Apples,Fruit,30-05-2024,Thursday,71,60 INR,50 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,30-05-2024,Thursday,94,20 INR,5 INR,No,Cloudy,Yes
DailyGro,Indiranagar,Bananas,Fruit,30-05-2024,Thursday,72,25 INR,10 INR,No,Rainy,Yes
